Team,Spiel,Nachname,Vorname,Punkte,FWVersuche,FWTreffer,2er,3er,Fouls
 TSB Schwäbisch Gmünd 2, 31,Heilig,Jonas,2.0,0.0,0.0,1.0,0.0,0.0
 TSB Schwäbisch Gmünd 2, 31,Hellmann,Micha-Benjamin,17.0,4.0,1.0,8.0,0.0,3.0
 TSB Schwäbisch Gmünd 2, 31,Lehmann,Oliver,2.0,0.0,0.0,1.0,0.0,0.0
 TSB Schwäbisch Gmünd 2, 31,Magkoutas,Konstantinos,2.0,0.0,0.0,1.0,0.0,1.0
 TSB Schwäbisch Gmünd 2, 31,Schwenk,Marvin,0.0,0.0,0.0,0.0,0.0,1.0
 TSB Schwäbisch Gmünd 2, 31,Stauss,Max,0.0,0.0,0.0,0.0,0.0,0.0
 TSB Schwäbisch Gmünd 2, 31,Tumba,Nikita,11.0,6.0,2.0,3.0,1.0,0.0
 TSB Schwäbisch Gmünd 2, 31,Weller,Ben,22.0,4.0,4.0,3.0,4.0,5.0
 Sportvg Feuerbach 3, 20,Berkant,Kurban,0.0,0.0,0.0,0.0,0.0,0.0
 Sportvg Feuerbach 3, 20,Georgiadis,Dimitris,14.0,4.0,0.0,4.0,2.0,1.0
 Sportvg Feuerbach 3, 20,****,***,9.0,2.0,1.0,1.0,2.0,1.0
 Sportvg Feuerbach 3, 20,Kebede,Musse,5.0,0.0,0.0,1.0,1.0,4.0
 Sportvg Feuerbach 3, 20,Nowak,Alexander,0.0,0.0,0.0,0.0,0.0,4.0
 Sportvg Feuerbach 3, 20,Salar,Sahab,2.0,0.0,0.0,1.0,0.0,1.0
 Sportvg Feuerbach 3, 20,Schneider,Max,19.0,4.0,3.0,8.0,0.0,0.0
 TSB Schwäbisch Gmünd 2, 20,Bonnet,Marc-Aris,5.0,0.0,0.0,1.0,1.0,1.0
 TSB Schwäbisch Gmünd 2, 20,Bulatow,Max,8.0,0.0,0.0,4.0,0.0,1.0
 TSB Schwäbisch Gmünd 2, 20,Gouziotis,Konstantinos,9.0,1.0,1.0,4.0,0.0,2.0
 TSB Schwäbisch Gmünd 2, 20,Heilig,Jonas,4.0,2.0,0.0,2.0,0.0,0.0
 TSB Schwäbisch Gmünd 2, 20,Lehmann,Oliver,6.0,0.0,0.0,3.0,0.0,0.0
 TSB Schwäbisch Gmünd 2, 20,Magkoutas,Konstantinos,13.0,2.0,1.0,6.0,0.0,2.0
 TSB Schwäbisch Gmünd 2, 20,Schwenk,Marvin,0.0,2.0,0.0,0.0,0.0,2.0
 TSB Schwäbisch Gmünd 2, 20,Tumba,Nikita,13.0,1.0,1.0,6.0,0.0,0.0
 TSB Schwäbisch Gmünd 2, 20,Weller,Ben,22.0,1.0,0.0,8.0,2.0,1.0
 TSB Schwäbisch Gmünd 2, 20,Yüce,Kaan,0.0,0.0,0.0,0.0,0.0,0.0
 TSV Essingen, 64,Demirtas,Luca,2.0,1.0,0.0,1.0,0.0,1.0
 TSV Essingen, 64,Henne,Stefan,3.0,2.0,1.0,1.0,0.0,3.0
 TSV Essingen, 64,Jaros,Samuel,17.0,0.0,0.0,1.0,5.0,1.0
 TSV Essingen, 64,Mehajer,Jaafar,8.0,1.0,0.0,4.0,0.0,2.0
 TSV Essingen, 64,Mehajer,Zoulfikar,0.0,0.0,0.0,0.0,0.0,1.0
 TSV Essingen, 64,Müller,Peter,5.0,2.0,2.0,0.0,1.0,0.0
 TSV Essingen, 64,Penz,Julian,11.0,6.0,3.0,4.0,0.0,4.0
 TSV Essingen, 64,Seyum,Alexander,6.0,0.0,0.0,3.0,0.0,1.0
 TSV Essingen, 64,Walter,Martin,10.0,3.0,2.0,4.0,0.0,2.0
 TSV Essingen, 64,****,***,15.0,0.0,0.0,0.0,5.0,1.0
 TSV Essingen, 64,Zimmermann,Manfred,5.0,3.0,1.0,2.0,0.0,1.0
 SG Schorndorf, 64,Bulat,Kaan,3.0,3.0,1.0,1.0,0.0,1.0
 SG Schorndorf, 64,Gaudio,Joel,2.0,0.0,0.0,1.0,0.0,1.0
 SG Schorndorf, 64,Gerstenhauer,Timo,0.0,0.0,0.0,0.0,0.0,0.0
 SG Schorndorf, 64,Hergül,Eray,0.0,0.0,0.0,0.0,0.0,1.0
 SG Schorndorf, 64,Hergül,Koray,2.0,0.0,0.0,1.0,0.0,3.0
 SG Schorndorf, 64,Komlenic,Dusan,9.0,2.0,1.0,4.0,0.0,4.0
 SG Schorndorf, 64,Komlenic,Krstan,12.0,0.0,0.0,0.0,4.0,3.0
 SG Schorndorf, 64,Segrt,Milan,7.0,2.0,1.0,3.0,0.0,2.0
 SG Schorndorf, 64,Weber,Ben,10.0,0.0,0.0,5.0,0.0,5.0
 ASV Aichwald, 26,Cobisi,Valerio Paolo,15.0,5.0,1.0,7.0,0.0,2.0
 ASV Aichwald, 26,El-Hourani,Marcel,2.0,0.0,0.0,1.0,0.0,1.0
 ASV Aichwald, 26,Freitag,Markus,11.0,3.0,1.0,5.0,0.0,1.0
 ASV Aichwald, 26,****,***,2.0,0.0,0.0,1.0,0.0,0.0
 ASV Aichwald, 26,Prauß,Enniego,0.0,0.0,0.0,0.0,0.0,0.0
 ASV Aichwald, 26,Ritter,Thomas,0.0,0.0,0.0,0.0,0.0,1.0
 ASV Aichwald, 26,Schwenzow,Tilmann,5.0,0.0,0.0,1.0,1.0,0.0
 ASV Aichwald, 26,Sticher,Niklas,2.0,1.0,0.0,1.0,0.0,2.0
 ASV Aichwald, 26,von Benthen,Dominik,9.0,3.0,2.0,2.0,1.0,3.0
 ASV Aichwald, 26,Weinschenk,Daniel,2.0,0.0,0.0,1.0,0.0,2.0
 TSV Schmiden 2, 26,Bergert,Sven,8.0,0.0,0.0,1.0,2.0,1.0
 TSV Schmiden 2, 26,Bürkle,Rainer,0.0,0.0,0.0,0.0,0.0,0.0
 TSV Schmiden 2, 26,Dorst,Oliver,0.0,0.0,0.0,0.0,0.0,2.0
 TSV Schmiden 2, 26,Gühring,Valentino,22.0,0.0,0.0,2.0,6.0,0.0
 TSV Schmiden 2, 26,Ilas,Vasileios,3.0,2.0,1.0,1.0,0.0,2.0
 TSV Schmiden 2, 26,Klein,Kelvin,0.0,2.0,0.0,0.0,0.0,4.0
 TSV Schmiden 2, 26,Lucas,Simon,0.0,0.0,0.0,0.0,0.0,3.0
 TSV Schmiden 2, 26,Sörös,Martin,10.0,4.0,2.0,4.0,0.0,2.0
 Tb Ruit Deers, 82,Cetin,Samet,8.0,5.0,2.0,3.0,0.0,2.0
 Tb Ruit Deers, 82,Dere,Ibrahim,18.0,3.0,2.0,5.0,2.0,3.0
 Tb Ruit Deers, 82,Gueli,Alessandro,12.0,2.0,0.0,6.0,0.0,4.0
 Tb Ruit Deers, 82,Hasanovic,Adnan,4.0,0.0,0.0,2.0,0.0,2.0
 Tb Ruit Deers, 82,Kumar,Sundeep,6.0,4.0,2.0,2.0,0.0,3.0
 Tb Ruit Deers, 82,Kuti,Goran,2.0,2.0,2.0,0.0,0.0,1.0
 Tb Ruit Deers, 82,****,***,12.0,7.0,6.0,3.0,0.0,2.0
 Tb Ruit Deers, 82,Pokoj,Franz,9.0,2.0,1.0,4.0,0.0,3.0
 Tb Ruit Deers, 82,Stefani,Rainer,0.0,0.0,0.0,0.0,0.0,0.0
 Tb Ruit Deers, 82,Zabadal,Patrick,9.0,4.0,1.0,4.0,0.0,1.0
 TSB Schwäbisch Gmünd 2, 82,Bonnet,Marc-Aris,4.0,0.0,0.0,2.0,0.0,3.0
 TSB Schwäbisch Gmünd 2, 82,Bulatow,Max,6.0,1.0,0.0,3.0,0.0,4.0
 TSB Schwäbisch Gmünd 2, 82,Heilig,Jonas,4.0,0.0,0.0,2.0,0.0,1.0
 TSB Schwäbisch Gmünd 2, 82,Hellmann,Micha-Benjamin,14.0,5.0,4.0,5.0,0.0,4.0
 TSB Schwäbisch Gmünd 2, 82,Lehmann,Oliver,2.0,0.0,0.0,1.0,0.0,3.0
 TSB Schwäbisch Gmünd 2, 82,Nagel,Noah,4.0,2.0,2.0,1.0,0.0,2.0
 TSB Schwäbisch Gmünd 2, 82,Schwenk,Marvin,4.0,0.0,0.0,2.0,0.0,1.0
 TSB Schwäbisch Gmünd 2, 82,Senge,Leon,7.0,2.0,1.0,0.0,2.0,2.0
 TSB Schwäbisch Gmünd 2, 82,Tumba,Nikita,9.0,0.0,0.0,0.0,3.0,1.0
 TSB Schwäbisch Gmünd 2, 82,Weller,Ben,13.0,5.0,3.0,2.0,2.0,3.0
 TSB Schwäbisch Gmünd 2, 52,Bonnet,Marc-Aris,0.0,0.0,0.0,0.0,0.0,3.0
 TSB Schwäbisch Gmünd 2, 52,Bulatow,Max,8.0,0.0,0.0,1.0,2.0,1.0
 TSB Schwäbisch Gmünd 2, 52,Gouziotis,Konstantinos,2.0,0.0,0.0,1.0,0.0,4.0
 TSB Schwäbisch Gmünd 2, 52,Heilig,Jonas,8.0,2.0,0.0,4.0,0.0,2.0
 TSB Schwäbisch Gmünd 2, 52,Hellmann,Micha-Benjamin,18.0,11.0,6.0,6.0,0.0,4.0
 TSB Schwäbisch Gmünd 2, 52,Lehmann,Oliver,0.0,0.0,0.0,0.0,0.0,0.0
 TSB Schwäbisch Gmünd 2, 52,Magkoutas,Konstantinos,5.0,2.0,1.0,2.0,0.0,3.0
 TSB Schwäbisch Gmünd 2, 52,Schwenk,Marvin,2.0,0.0,0.0,1.0,0.0,2.0
 TSB Schwäbisch Gmünd 2, 52,Tumba,Nikita,2.0,0.0,0.0,1.0,0.0,2.0
 TSB Schwäbisch Gmünd 2, 52,Weller,Ben,18.0,1.0,1.0,4.0,3.0,2.0
 Aalener Sportallianz, 52,Altevogt,Daniel,15.0,11.0,6.0,3.0,1.0,4.0
 Aalener Sportallianz, 52,Csatlos,Tibor,5.0,2.0,1.0,2.0,0.0,4.0
 Aalener Sportallianz, 52,Fuchs,Rene,0.0,0.0,0.0,0.0,0.0,0.0
 Aalener Sportallianz, 52,Isik,Mehmet Berke,10.0,6.0,3.0,2.0,1.0,2.0
 Aalener Sportallianz, 52,Mystiroudis,Ioannis,4.0,4.0,2.0,1.0,0.0,1.0
 Aalener Sportallianz, 52,Mystiroudis,Thrasyvoulos,6.0,0.0,0.0,0.0,2.0,0.0
 Aalener Sportallianz, 52,Pekka,Emeric,1.0,2.0,1.0,0.0,0.0,2.0
 Aalener Sportallianz, 52,Weber,Max,9.0,5.0,3.0,3.0,0.0,2.0
 Aalener Sportallianz, 52,Wigel,Alexander,1.0,2.0,1.0,0.0,0.0,1.0
 ASV Aichwald, 41,Cobisi,Valerio Paolo,17.0,6.0,1.0,8.0,0.0,2.0
 ASV Aichwald, 41,El-Hourani,Marcel,8.0,0.0,0.0,4.0,0.0,3.0
 ASV Aichwald, 41,Fix,Alexander,15.0,1.0,1.0,4.0,2.0,3.0
 ASV Aichwald, 41,Freitag,Markus,0.0,0.0,0.0,0.0,0.0,0.0
 ASV Aichwald, 41,****,***,4.0,1.0,0.0,2.0,0.0,3.0
 ASV Aichwald, 41,Gramm,Moritz,0.0,0.0,0.0,0.0,0.0,1.0
 ASV Aichwald, 41,****,***,2.0,0.0,0.0,1.0,0.0,1.0
 ASV Aichwald, 41,Prauß,Enniego,7.0,0.0,0.0,2.0,1.0,1.0
 ASV Aichwald, 41,Ritter,Thomas,3.0,0.0,0.0,0.0,1.0,3.0
 ASV Aichwald, 41,Schwenzow,Tilmann,9.0,2.0,1.0,4.0,0.0,0.0
 ASV Aichwald, 41,Weinschenk,Daniel,17.0,0.0,0.0,4.0,3.0,2.0
 Sportvg Feuerbach 3, 41,Berkant,Kurban,0.0,0.0,0.0,0.0,0.0,0.0
 Sportvg Feuerbach 3, 41,Boras,Karlo,2.0,0.0,0.0,1.0,0.0,0.0
 Sportvg Feuerbach 3, 41,Cvijetic,Andrej-Danis,2.0,0.0,0.0,1.0,0.0,0.0
 Sportvg Feuerbach 3, 41,****,***,2.0,0.0,0.0,1.0,0.0,0.0
 Sportvg Feuerbach 3, 41,Kebede,Musse,12.0,5.0,3.0,3.0,1.0,1.0
 Sportvg Feuerbach 3, 41,Nowak,Alexander,2.0,3.0,0.0,1.0,0.0,4.0
 Sportvg Feuerbach 3, 41,Scharpf,Robert,0.0,0.0,0.0,0.0,0.0,0.0
 Sportvg Feuerbach 3, 41,Schneider,Alex,0.0,0.0,0.0,0.0,0.0,0.0
 Sportvg Feuerbach 3, 41,Schneider,Max,13.0,5.0,3.0,5.0,0.0,1.0
 Sportvg Feuerbach 3, 41,Siddalingappa,Arun,4.0,0.0,0.0,2.0,0.0,3.0
 Sportvg Feuerbach 3, 41,Skrimizeas,Dimitrios,10.0,4.0,2.0,4.0,0.0,1.0
 Sportvg Feuerbach 3, 40,Berkant,Kurban,0.0,0.0,0.0,0.0,0.0,1.0
 Sportvg Feuerbach 3, 40,Cvijetic,Andrej-Danis,0.0,0.0,0.0,0.0,0.0,0.0
 Sportvg Feuerbach 3, 40,Fischer,Jerome Franklin,13.0,10.0,5.0,4.0,0.0,2.0
 Sportvg Feuerbach 3, 40,Georgiadis,Dimitris,13.0,2.0,0.0,2.0,3.0,0.0
 Sportvg Feuerbach 3, 40,****,***,0.0,0.0,0.0,0.0,0.0,0.0
 Sportvg Feuerbach 3, 40,Hönig,Thomas,0.0,0.0,0.0,0.0,0.0,3.0
 Sportvg Feuerbach 3, 40,Kebede,Musse,6.0,3.0,2.0,2.0,0.0,1.0
 Sportvg Feuerbach 3, 40,Kotromanovic,Marko,0.0,0.0,0.0,0.0,0.0,0.0
 Sportvg Feuerbach 3, 40,Nowak,Alexander,2.0,0.0,0.0,1.0,0.0,3.0
 Sportvg Feuerbach 3, 40,Schneider,Max,8.0,5.0,3.0,1.0,1.0,5.0
 Sportvg Feuerbach 3, 40,Siddalingappa,Arun,2.0,0.0,0.0,1.0,0.0,2.0
 Sportvg Feuerbach 3, 40,Skrimizeas,Dimitrios,6.0,2.0,2.0,2.0,0.0,1.0
 Aalener Sportallianz, 40,Csatlos,Tibor,14.0,2.0,0.0,4.0,2.0,1.0
 Aalener Sportallianz, 40,Fuchs,Rene,7.0,6.0,3.0,2.0,0.0,3.0
 Aalener Sportallianz, 40,Isik,Mehmet Berke,0.0,0.0,0.0,0.0,0.0,2.0
 Aalener Sportallianz, 40,****,***,0.0,0.0,0.0,0.0,0.0,0.0
 Aalener Sportallianz, 40,Knoblauch,Florian,6.0,4.0,2.0,2.0,0.0,5.0
 Aalener Sportallianz, 40,Mystiroudis,Ioannis,14.0,2.0,2.0,6.0,0.0,1.0
 Aalener Sportallianz, 40,Mystiroudis,Thrasyvoulos,2.0,0.0,0.0,1.0,0.0,1.0
 Aalener Sportallianz, 40,Quoc Anh,Vu,0.0,0.0,0.0,0.0,0.0,0.0
 Aalener Sportallianz, 40,Tchokoyo Nkongho,Crespin Miguel,12.0,4.0,3.0,3.0,1.0,5.0
 Aalener Sportallianz, 40,Weber,Lukas,2.0,0.0,0.0,1.0,0.0,5.0
 Aalener Sportallianz, 40,Weber,Max,5.0,2.0,1.0,2.0,0.0,2.0
 SpVgg Möhringen 2, 1,****,***,6.0,0.0,0.0,3.0,0.0,1.0
 SpVgg Möhringen 2, 1,Blumberg,David,10.0,4.0,2.0,4.0,0.0,4.0
 SpVgg Möhringen 2, 1,Emili,Paolo,3.0,2.0,1.0,1.0,0.0,1.0
 SpVgg Möhringen 2, 1,Fabian,Jascha,10.0,0.0,0.0,5.0,0.0,0.0
 SpVgg Möhringen 2, 1,Huber,Ari,15.0,4.0,3.0,6.0,0.0,1.0
 SpVgg Möhringen 2, 1,Jetter,Martin,10.0,0.0,0.0,5.0,0.0,3.0
 SpVgg Möhringen 2, 1,Kattengell,Yannick,2.0,0.0,0.0,1.0,0.0,1.0
 SpVgg Möhringen 2, 1,Pavlovits,Stefan Sasa,8.0,0.0,0.0,4.0,0.0,0.0
 SpVgg Möhringen 2, 1,Wiedemann,Bernd,10.0,0.0,0.0,5.0,0.0,2.0
 SpVgg Möhringen 2, 1,Wrachtrup,Maximilian,5.0,2.0,1.0,2.0,0.0,3.0
 Sportvg Feuerbach 3, 1,Awadh,Saad,0.0,0.0,0.0,0.0,0.0,0.0
 Sportvg Feuerbach 3, 1,Berkant,Kurban,1.0,2.0,1.0,0.0,0.0,2.0
 Sportvg Feuerbach 3, 1,Boras,Karlo,0.0,0.0,0.0,0.0,0.0,2.0
 Sportvg Feuerbach 3, 1,Bosnajkovic,Sanjin,0.0,0.0,0.0,0.0,0.0,0.0
 Sportvg Feuerbach 3, 1,Di Franco,Martino,0.0,0.0,0.0,0.0,0.0,0.0
 Sportvg Feuerbach 3, 1,Georgiadis,Dimitris,15.0,16.0,2.0,5.0,1.0,3.0
 Sportvg Feuerbach 3, 1,Kotromanovic,Marko,6.0,0.0,0.0,3.0,0.0,2.0
 Sportvg Feuerbach 3, 1,Nowak,Alexander,0.0,0.0,0.0,0.0,0.0,2.0
 Sportvg Feuerbach 3, 1,Pelkner,Niklas,5.0,0.0,0.0,1.0,1.0,0.0
 ASV Aichwald, 77,Cobisi,Valerio Paolo,32.0,10.0,8.0,12.0,0.0,1.0
 ASV Aichwald, 77,Fix,Alexander,8.0,0.0,0.0,1.0,2.0,1.0
 ASV Aichwald, 77,Freitag,Markus,16.0,2.0,2.0,7.0,0.0,2.0
 ASV Aichwald, 77,Gramm,Moritz,12.0,0.0,0.0,6.0,0.0,3.0
 ASV Aichwald, 77,Prauß,Enniego,4.0,0.0,0.0,2.0,0.0,1.0
 ASV Aichwald, 77,Ritter,Thomas,2.0,0.0,0.0,1.0,0.0,3.0
 ASV Aichwald, 77,Sticher,Niklas,4.0,2.0,0.0,2.0,0.0,0.0
 ASV Aichwald, 77,von Benthen,Dominik,7.0,2.0,0.0,2.0,1.0,1.0
 Aalener Sportallianz, 77,Csatlos,Tibor,0.0,0.0,0.0,0.0,0.0,3.0
 Aalener Sportallianz, 77,Fuchs,Rene,0.0,0.0,0.0,0.0,0.0,1.0
 Aalener Sportallianz, 77,Isik,Mehmet Berke,3.0,9.0,1.0,1.0,0.0,2.0
 Aalener Sportallianz, 77,Mystiroudis,Ioannis,10.0,0.0,0.0,5.0,0.0,1.0
 Aalener Sportallianz, 77,Mystiroudis,Thrasyvoulos,5.0,0.0,0.0,1.0,1.0,1.0
 Aalener Sportallianz, 77,Quoc Anh,Vu,2.0,0.0,0.0,1.0,0.0,1.0
 Aalener Sportallianz, 77,Ücüncüoglu,Mertkan,2.0,0.0,0.0,1.0,0.0,0.0
 Aalener Sportallianz, 77,Weber,Max,6.0,2.0,0.0,0.0,2.0,2.0
 Aalener Sportallianz, 77,Wigel,Alexander,3.0,0.0,0.0,0.0,1.0,1.0
 TSV Schmiden 2, 71,Eckenfelder,Felix,10.0,6.0,2.0,4.0,0.0,1.0
 TSV Schmiden 2, 71,Gühring,Valentino,18.0,5.0,3.0,0.0,5.0,4.0
 TSV Schmiden 2, 71,Jaric,Sebastian,2.0,0.0,0.0,1.0,0.0,0.0
 TSV Schmiden 2, 71,Klein,Kelvin,2.0,0.0,0.0,1.0,0.0,0.0
 TSV Schmiden 2, 71,Kunduklija,Almir,6.0,0.0,0.0,3.0,0.0,2.0
 TSV Schmiden 2, 71,Peiker,Marvin,6.0,0.0,0.0,3.0,0.0,1.0
 TSV Schmiden 2, 71,Sörös,Martin,21.0,9.0,7.0,4.0,2.0,3.0
 ASV Aichwald, 71,El-Hourani,Marcel,7.0,2.0,1.0,3.0,0.0,0.0
 ASV Aichwald, 71,Fix,Alexander,10.0,0.0,0.0,2.0,2.0,3.0
 ASV Aichwald, 71,Gramm,Moritz,6.0,0.0,0.0,3.0,0.0,2.0
 ASV Aichwald, 71,Prauß,Enniego,11.0,0.0,0.0,4.0,1.0,3.0
 ASV Aichwald, 71,Ritter,Thomas,4.0,3.0,2.0,1.0,0.0,4.0
 ASV Aichwald, 71,Schwenzow,Tilmann,9.0,0.0,0.0,3.0,1.0,2.0
 ASV Aichwald, 71,Sticher,Niklas,0.0,2.0,0.0,0.0,0.0,2.0
 ASV Aichwald, 71,Weinschenk,Daniel,13.0,4.0,2.0,4.0,1.0,0.0
 SpVgg Möhringen 2, 63,Blumberg,David,12.0,6.0,4.0,4.0,0.0,2.0
 SpVgg Möhringen 2, 63,Dietz,Max,0.0,0.0,0.0,0.0,0.0,0.0
 SpVgg Möhringen 2, 63,Fabian,Jascha,12.0,0.0,0.0,6.0,0.0,2.0
 SpVgg Möhringen 2, 63,Huber,Ari,17.0,0.0,0.0,4.0,3.0,3.0
 SpVgg Möhringen 2, 63,Jetter,Martin,3.0,0.0,0.0,0.0,1.0,0.0
 SpVgg Möhringen 2, 63,Nieuwenhuizen,Florian,9.0,2.0,1.0,4.0,0.0,3.0
 SpVgg Möhringen 2, 63,Pavlovits,Stefan Sasa,21.0,2.0,2.0,5.0,3.0,0.0
 SpVgg Möhringen 2, 63,Roman,Eric,8.0,0.0,0.0,4.0,0.0,0.0
 SpVgg Möhringen 2, 63,Toromanovic,Zlatan,2.0,2.0,0.0,1.0,0.0,3.0
 SpVgg Möhringen 2, 63,Wiedemann,Bernd,4.0,0.0,0.0,2.0,0.0,0.0
 TSV Schmiden 2, 63,Bergert,Sven,12.0,0.0,0.0,3.0,2.0,0.0
 TSV Schmiden 2, 63,Bürkle,Rainer,0.0,0.0,0.0,0.0,0.0,0.0
 TSV Schmiden 2, 63,Dorst,Oliver,9.0,0.0,0.0,3.0,1.0,2.0
 TSV Schmiden 2, 63,Gühring,Valentino,26.0,2.0,1.0,2.0,7.0,0.0
 TSV Schmiden 2, 63,Jankovic,Marvin,2.0,0.0,0.0,1.0,0.0,0.0
 TSV Schmiden 2, 63,Klein,Kelvin,4.0,0.0,0.0,2.0,0.0,2.0
 TSV Schmiden 2, 63,Kunduklija,Almir,11.0,6.0,3.0,4.0,0.0,2.0
 TSV Schmiden 2, 63,Peiker,Marvin,3.0,0.0,0.0,0.0,1.0,1.0
 TSV Schmiden 2, 63,Wente,Eric,4.0,0.0,0.0,2.0,0.0,1.0
 Sportvg Feuerbach 3, 86,Berkant,Kurban,1.0,2.0,1.0,0.0,0.0,0.0
 Sportvg Feuerbach 3, 86,Boras,Karlo,4.0,2.0,2.0,1.0,0.0,1.0
 Sportvg Feuerbach 3, 86,Georgiadis,Dimitris,16.0,6.0,5.0,4.0,1.0,1.0
 Sportvg Feuerbach 3, 86,****,***,12.0,0.0,0.0,0.0,4.0,2.0
 Sportvg Feuerbach 3, 86,Hönig,Thomas,11.0,2.0,1.0,5.0,0.0,5.0
 Sportvg Feuerbach 3, 86,Kebede,Musse,24.0,2.0,1.0,10.0,1.0,0.0
 Sportvg Feuerbach 3, 86,Scharpf,Robert,0.0,0.0,0.0,0.0,0.0,0.0
 Sportvg Feuerbach 3, 86,Schneider,Alex,1.0,2.0,1.0,0.0,0.0,1.0
 Sportvg Feuerbach 3, 86,Schneider,Max,6.0,4.0,0.0,3.0,0.0,4.0
 Sportvg Feuerbach 3, 86,Siddalingappa,Arun,4.0,0.0,0.0,2.0,0.0,3.0
 ASV Aichwald, 86,El-Hourani,Marcel,2.0,0.0,0.0,1.0,0.0,3.0
 ASV Aichwald, 86,Emonds,Felix,2.0,0.0,0.0,1.0,0.0,0.0
 ASV Aichwald, 86,Fix,Alexander,14.0,2.0,1.0,5.0,1.0,2.0
 ASV Aichwald, 86,****,***,12.0,3.0,1.0,4.0,1.0,3.0
 ASV Aichwald, 86,Gramm,Moritz,19.0,2.0,1.0,3.0,4.0,3.0
 ASV Aichwald, 86,Prauß,Enniego,5.0,5.0,1.0,2.0,0.0,4.0
