Team,Spiel,Nachname,Vorname,Punkte,FWVersuche,FWTreffer,2er,3er,Fouls
 ASV Aichwald, 86,Sticher,Niklas,11.0,7.0,3.0,4.0,0.0,0.0
 ASV Aichwald, 86,Weinschenk,Daniel,6.0,2.0,1.0,1.0,1.0,4.0
 Tb Ruit Deers, 74,Cetin,Samet,5.0,2.0,0.0,1.0,1.0,0.0
 Tb Ruit Deers, 74,Dere,Ibrahim,4.0,0.0,0.0,2.0,0.0,2.0
 Tb Ruit Deers, 74,Gueli,Alessandro,13.0,2.0,1.0,3.0,2.0,3.0
 Tb Ruit Deers, 74,Kumar,Sundeep,2.0,2.0,2.0,0.0,0.0,1.0
 Tb Ruit Deers, 74,Kuti,Goran,0.0,2.0,0.0,0.0,0.0,0.0
 Tb Ruit Deers, 74,Museta,Arian,9.0,6.0,1.0,4.0,0.0,1.0
 Tb Ruit Deers, 74,****,***,10.0,2.0,0.0,5.0,0.0,2.0
 Tb Ruit Deers, 74,Pokoj,Franz,13.0,10.0,4.0,3.0,1.0,3.0
 Tb Ruit Deers, 74,Stefani,Rainer,0.0,0.0,0.0,0.0,0.0,0.0
 Tb Ruit Deers, 74,Zabadal,Patrick,0.0,0.0,0.0,0.0,0.0,1.0
 SG Schorndorf, 74,Bulat,Kaan,0.0,0.0,0.0,0.0,0.0,0.0
 SG Schorndorf, 74,Cimino,Kareem,2.0,0.0,0.0,1.0,0.0,5.0
 SG Schorndorf, 74,Gaudio,Joel,0.0,0.0,0.0,0.0,0.0,0.0
 SG Schorndorf, 74,Gerstenhauer,Timo,2.0,0.0,0.0,1.0,0.0,0.0
 SG Schorndorf, 74,Hergül,Eray,0.0,0.0,0.0,0.0,0.0,0.0
 SG Schorndorf, 74,Hergül,Koray,12.0,0.0,0.0,3.0,2.0,2.0
 SG Schorndorf, 74,Komlenic,Dusan,1.0,5.0,1.0,0.0,0.0,5.0
 SG Schorndorf, 74,Komlenic,Krstan,16.0,2.0,1.0,0.0,5.0,3.0
 SG Schorndorf, 74,Segrt,Milan,9.0,4.0,1.0,4.0,0.0,1.0
 SG Schorndorf, 74,Weber,Ben,10.0,0.0,0.0,5.0,0.0,3.0
 TSV Schmiden 2, 33,Dorst,Oliver,7.0,2.0,0.0,2.0,1.0,1.0
 TSV Schmiden 2, 33,Eckenfelder,Felix,4.0,0.0,0.0,2.0,0.0,0.0
 TSV Schmiden 2, 33,Gühring,Valentino,34.0,4.0,3.0,5.0,7.0,1.0
 TSV Schmiden 2, 33,Ilas,Vasileios,22.0,4.0,3.0,8.0,1.0,3.0
 TSV Schmiden 2, 33,Jankovic,Marvin,4.0,2.0,0.0,2.0,0.0,2.0
 TSV Schmiden 2, 33,Klein,Kelvin,4.0,0.0,0.0,2.0,0.0,2.0
 TSV Schmiden 2, 33,Lucas,Simon,2.0,2.0,0.0,1.0,0.0,4.0
 TSV Schmiden 2, 33,Sörös,Martin,19.0,7.0,3.0,8.0,0.0,3.0
 Sportvg Feuerbach 3, 33,Berkant,Kurban,3.0,0.0,0.0,0.0,1.0,1.0
 Sportvg Feuerbach 3, 33,Fischer,Jerome Franklin,5.0,0.0,0.0,1.0,1.0,0.0
 Sportvg Feuerbach 3, 33,Georgiadis,Dimitris,10.0,0.0,0.0,5.0,0.0,2.0
 Sportvg Feuerbach 3, 33,Hönig,Thomas,2.0,0.0,0.0,1.0,0.0,3.0
 Sportvg Feuerbach 3, 33,Kebede,Musse,8.0,0.0,0.0,1.0,2.0,0.0
 Sportvg Feuerbach 3, 33,Mesic,Khiyan,2.0,0.0,0.0,1.0,0.0,1.0
 Sportvg Feuerbach 3, 33,Nowak,Alexander,0.0,0.0,0.0,0.0,0.0,2.0
 Sportvg Feuerbach 3, 33,Salar,Sahab,0.0,0.0,0.0,0.0,0.0,0.0
 Sportvg Feuerbach 3, 33,Scharpf,Robert,0.0,0.0,0.0,0.0,0.0,0.0
 Sportvg Feuerbach 3, 33,Schneider,Max,15.0,6.0,3.0,6.0,0.0,2.0
 Sportvg Feuerbach 3, 33,Siddalingappa,Arun,0.0,0.0,0.0,0.0,0.0,4.0
 Sportvg Feuerbach 3, 33,Skrimizeas,Dimitrios,2.0,4.0,0.0,1.0,0.0,1.0
 SG Schorndorf, 19,Buskus,Ignas,0.0,0.0,0.0,0.0,0.0,0.0
 SG Schorndorf, 19,Gerstenhauer,Timo,0.0,0.0,0.0,0.0,0.0,0.0
 SG Schorndorf, 19,Hergül,Eray,0.0,2.0,0.0,0.0,0.0,0.0
 SG Schorndorf, 19,Hergül,Koray,5.0,4.0,2.0,0.0,1.0,0.0
 SG Schorndorf, 19,Komlenic,Dusan,10.0,11.0,6.0,2.0,0.0,4.0
 SG Schorndorf, 19,Komlenic,Krstan,7.0,2.0,2.0,1.0,1.0,2.0
 SG Schorndorf, 19,Meinlschmidt,Tim,16.0,6.0,2.0,7.0,0.0,2.0
 SG Schorndorf, 19,Randisi,Samuele,0.0,2.0,0.0,0.0,0.0,3.0
 SG Schorndorf, 19,****,***,0.0,0.0,0.0,0.0,0.0,1.0
 SG Schorndorf, 19,Weber,Ben,4.0,2.0,1.0,0.0,1.0,3.0
 TSV Essingen, 19,Albanus,Julius,12.0,4.0,2.0,5.0,0.0,2.0
 TSV Essingen, 19,Demirtas,Luca,3.0,0.0,0.0,0.0,1.0,4.0
 TSV Essingen, 19,Jaros,Samuel,6.0,0.0,0.0,0.0,2.0,2.0
 TSV Essingen, 19,Mehajer,Jaafar,9.0,6.0,3.0,3.0,0.0,2.0
 TSV Essingen, 19,Müller,Peter,9.0,4.0,4.0,1.0,1.0,4.0
 TSV Essingen, 19,Penz,Julian,11.0,2.0,1.0,5.0,0.0,3.0
 TSV Essingen, 19,Seyum,Alexander,6.0,1.0,0.0,3.0,0.0,5.0
 TSV Essingen, 19,Walter,Martin,8.0,2.0,2.0,3.0,0.0,0.0
 TSV Essingen, 19,****,***,10.0,0.0,0.0,2.0,2.0,3.0
 TSV Essingen, 19,Zimmermann,Manfred,0.0,2.0,0.0,0.0,0.0,0.0
 SpVgg Möhringen 2, 90,Blumberg,David,20.0,5.0,4.0,8.0,0.0,2.0
 SpVgg Möhringen 2, 90,Dietz,Max,1.0,2.0,1.0,0.0,0.0,0.0
 SpVgg Möhringen 2, 90,Fabian,Jascha,3.0,2.0,1.0,1.0,0.0,1.0
 SpVgg Möhringen 2, 90,Jetter,Martin,4.0,0.0,0.0,2.0,0.0,2.0
 SpVgg Möhringen 2, 90,Nieuwenhuizen,Florian,13.0,6.0,5.0,4.0,0.0,4.0
 SpVgg Möhringen 2, 90,Roman,Eric,7.0,0.0,0.0,2.0,1.0,4.0
 SpVgg Möhringen 2, 90,Rösch,Oliver,2.0,0.0,0.0,1.0,0.0,1.0
 SpVgg Möhringen 2, 90,Schulz,Wilhelm,6.0,2.0,2.0,2.0,0.0,0.0
 SpVgg Möhringen 2, 90,Toromanovic,Zlatan,5.0,4.0,1.0,2.0,0.0,2.0
 SpVgg Möhringen 2, 90,Wiedemann,Bernd,4.0,2.0,0.0,2.0,0.0,1.0
 Tb Ruit Deers, 90,Gueli,Alessandro,24.0,5.0,1.0,7.0,3.0,4.0
 Tb Ruit Deers, 90,Hasanovic,Adnan,4.0,0.0,0.0,2.0,0.0,3.0
 Tb Ruit Deers, 90,Kumar,Sundeep,9.0,8.0,5.0,2.0,0.0,4.0
 Tb Ruit Deers, 90,Kuti,Goran,8.0,0.0,0.0,1.0,2.0,2.0
 Tb Ruit Deers, 90,****,***,13.0,5.0,5.0,4.0,0.0,0.0
 Tb Ruit Deers, 90,Pokoj,Franz,11.0,5.0,3.0,4.0,0.0,2.0
 Tb Ruit Deers, 90,****,***,2.0,2.0,2.0,0.0,0.0,0.0
 ASV Aichwald, 81,Cobisi,Valerio Paolo,15.0,12.0,7.0,4.0,0.0,3.0
 ASV Aichwald, 81,El-Hourani,Marcel,2.0,0.0,0.0,1.0,0.0,3.0
 ASV Aichwald, 81,Fix,Alexander,12.0,0.0,0.0,3.0,2.0,2.0
 ASV Aichwald, 81,Gramm,Moritz,12.0,3.0,2.0,2.0,2.0,1.0
 ASV Aichwald, 81,Prauß,Enniego,4.0,0.0,0.0,2.0,0.0,1.0
 ASV Aichwald, 81,Schwenzow,Tilmann,3.0,2.0,1.0,1.0,0.0,1.0
 ASV Aichwald, 81,Sticher,Niklas,6.0,1.0,0.0,3.0,0.0,1.0
 ASV Aichwald, 81,von Benthen,Dominik,0.0,0.0,0.0,0.0,0.0,1.0
 ASV Aichwald, 81,Weinschenk,Daniel,5.0,3.0,1.0,2.0,0.0,2.0
 SpVgg Möhringen 2, 81,Blumberg,David,9.0,4.0,2.0,2.0,1.0,5.0
 SpVgg Möhringen 2, 81,Fabian,Jascha,14.0,4.0,2.0,6.0,0.0,1.0
 SpVgg Möhringen 2, 81,Jetter,Martin,1.0,2.0,1.0,0.0,0.0,1.0
 SpVgg Möhringen 2, 81,Roman,Eric,7.0,2.0,1.0,3.0,0.0,1.0
 SpVgg Möhringen 2, 81,Rösch,Oliver,2.0,0.0,0.0,1.0,0.0,0.0
 SpVgg Möhringen 2, 81,Schlottke,Jan,0.0,0.0,0.0,0.0,0.0,0.0
 SpVgg Möhringen 2, 81,Schulz,Wilhelm,4.0,0.0,0.0,2.0,0.0,2.0
 SpVgg Möhringen 2, 81,Toromanovic,Zlatan,7.0,3.0,1.0,3.0,0.0,4.0
 SpVgg Möhringen 2, 81,Wiedemann,Bernd,4.0,2.0,2.0,1.0,0.0,4.0
 SpVgg Möhringen 2, 81,Wrachtrup,Maximilian,0.0,1.0,0.0,0.0,0.0,1.0
 TSB Schwäbisch Gmünd 2, 73,Bonnet,Marc-Aris,4.0,2.0,1.0,0.0,1.0,1.0
 TSB Schwäbisch Gmünd 2, 73,Bulatow,Max,4.0,0.0,0.0,2.0,0.0,3.0
 TSB Schwäbisch Gmünd 2, 73,Busch,Mark,23.0,9.0,6.0,4.0,3.0,2.0
 TSB Schwäbisch Gmünd 2, 73,Heilig,Jonas,0.0,0.0,0.0,0.0,0.0,1.0
 TSB Schwäbisch Gmünd 2, 73,Hellmann,Micha-Benjamin,12.0,2.0,0.0,6.0,0.0,3.0
 TSB Schwäbisch Gmünd 2, 73,Ihli,Jermaine,0.0,0.0,0.0,0.0,0.0,2.0
 TSB Schwäbisch Gmünd 2, 73,Magkoutas,Konstantinos,4.0,4.0,2.0,1.0,0.0,4.0
 TSB Schwäbisch Gmünd 2, 73,Schwenk,Marvin,3.0,0.0,0.0,0.0,1.0,2.0
 TSB Schwäbisch Gmünd 2, 73,Shaqiri,Levin,0.0,0.0,0.0,0.0,0.0,2.0
 TSB Schwäbisch Gmünd 2, 73,Tumba,Nikita,0.0,0.0,0.0,0.0,0.0,1.0
 TSB Schwäbisch Gmünd 2, 73,Weller,Ben,26.0,4.0,0.0,4.0,6.0,4.0
 TSV Essingen, 73,Demirtas,Luca,11.0,4.0,1.0,2.0,2.0,3.0
 TSV Essingen, 73,Jaros,Samuel,3.0,4.0,0.0,0.0,1.0,2.0
 TSV Essingen, 73,Mehajer,Jaafar,5.0,4.0,2.0,0.0,1.0,2.0
 TSV Essingen, 73,Mehajer,Zoulfikar,14.0,5.0,2.0,6.0,0.0,2.0
 TSV Essingen, 73,Müller,Peter,4.0,0.0,0.0,2.0,0.0,1.0
 TSV Essingen, 73,Rogers,Mitchell Lee,6.0,4.0,1.0,1.0,1.0,0.0
 TSV Essingen, 73,Seyum,Alexander,7.0,5.0,3.0,2.0,0.0,2.0
 TSV Essingen, 73,Walter,Martin,11.0,6.0,3.0,4.0,0.0,3.0
 TSV Essingen, 73,****,***,14.0,2.0,1.0,2.0,3.0,1.0
 TSV Essingen, 73,Zimmermann,Manfred,2.0,0.0,0.0,1.0,0.0,1.0
 TSB Schwäbisch Gmünd 2, 37,Bonnet,Marc-Aris,0.0,0.0,0.0,0.0,0.0,0.0
 TSB Schwäbisch Gmünd 2, 37,Bulatow,Max,0.0,0.0,0.0,0.0,0.0,0.0
 TSB Schwäbisch Gmünd 2, 37,Gouziotis,Konstantinos,0.0,0.0,0.0,0.0,0.0,0.0
 TSB Schwäbisch Gmünd 2, 37,Heilig,Jonas,0.0,0.0,0.0,0.0,0.0,0.0
 TSB Schwäbisch Gmünd 2, 37,Hellmann,Micha-Benjamin,0.0,0.0,0.0,0.0,0.0,0.0
 TSB Schwäbisch Gmünd 2, 37,Magkoutas,Konstantinos,0.0,0.0,0.0,0.0,0.0,0.0
 TSB Schwäbisch Gmünd 2, 37,Schwenk,Marvin,0.0,0.0,0.0,0.0,0.0,0.0
 TSB Schwäbisch Gmünd 2, 37,Stauss,Max,0.0,0.0,0.0,0.0,0.0,0.0
 TSB Schwäbisch Gmünd 2, 37,Tumba,Nikita,0.0,0.0,0.0,0.0,0.0,0.0
 TSB Schwäbisch Gmünd 2, 37,Weller,Ben,0.0,0.0,0.0,0.0,0.0,0.0
 Tb Ruit Deers, 37,Dere,Ibrahim,0.0,0.0,0.0,0.0,0.0,0.0
 Tb Ruit Deers, 37,Gueli,Alessandro,0.0,0.0,0.0,0.0,0.0,0.0
 Tb Ruit Deers, 37,Kumar,Sundeep,0.0,0.0,0.0,0.0,0.0,0.0
 Tb Ruit Deers, 37,Kuti,Goran,0.0,0.0,0.0,0.0,0.0,0.0
 Tb Ruit Deers, 37,Nhunwa Mbianga,Sylvain,0.0,0.0,0.0,0.0,0.0,0.0
 Tb Ruit Deers, 37,Pokoj,Franz,0.0,0.0,0.0,0.0,0.0,0.0
 Tb Ruit Deers, 37,Zabadal,Patrick,0.0,0.0,0.0,0.0,0.0,0.0
 Sportvg Feuerbach 3, 78,Boras,Karlo,4.0,0.0,0.0,2.0,0.0,1.0
 Sportvg Feuerbach 3, 78,Cvijetic,Andrej-Danis,0.0,0.0,0.0,0.0,0.0,0.0
 Sportvg Feuerbach 3, 78,Georgiadis,Dimitris,2.0,4.0,0.0,1.0,0.0,1.0
 Sportvg Feuerbach 3, 78,Kebede,Musse,13.0,0.0,0.0,2.0,3.0,0.0
 Sportvg Feuerbach 3, 78,Kotromanovic,Marko,7.0,0.0,0.0,2.0,1.0,1.0
 Sportvg Feuerbach 3, 78,Mesic,Khiyan,6.0,0.0,0.0,0.0,2.0,0.0
 Sportvg Feuerbach 3, 78,Nowak,Alexander,7.0,5.0,5.0,1.0,0.0,3.0
 Sportvg Feuerbach 3, 78,Pelkner,Niklas,7.0,2.0,2.0,1.0,1.0,2.0
 Sportvg Feuerbach 3, 78,Scharpf,Robert,0.0,0.0,0.0,0.0,0.0,0.0
 Sportvg Feuerbach 3, 78,Schneider,Alex,0.0,0.0,0.0,0.0,0.0,0.0
 Sportvg Feuerbach 3, 78,Siddalingappa,Arun,2.0,0.0,0.0,1.0,0.0,2.0
 TSV Schmiden 2, 78,Abadzic,Dmitar,6.0,2.0,2.0,2.0,0.0,2.0
 TSV Schmiden 2, 78,Alber,Christoph,8.0,0.0,0.0,4.0,0.0,3.0
 TSV Schmiden 2, 78,Bürkle,Rainer,0.0,0.0,0.0,0.0,0.0,2.0
 TSV Schmiden 2, 78,Dorst,Oliver,4.0,4.0,2.0,1.0,0.0,0.0
 TSV Schmiden 2, 78,Klein,Kelvin,4.0,0.0,0.0,2.0,0.0,1.0
 TSV Schmiden 2, 78,Kunduklija,Almir,8.0,2.0,0.0,4.0,0.0,2.0
 TSV Schmiden 2, 78,Sörös,Martin,27.0,6.0,2.0,8.0,3.0,2.0
 SpVgg Möhringen 2, 72,Blumberg,David,10.0,2.0,0.0,5.0,0.0,3.0
 SpVgg Möhringen 2, 72,Dietz,Max,4.0,0.0,0.0,2.0,0.0,0.0
 SpVgg Möhringen 2, 72,Fabian,Jascha,6.0,0.0,0.0,3.0,0.0,4.0
 SpVgg Möhringen 2, 72,Huber,Ari,29.0,5.0,3.0,10.0,2.0,1.0
 SpVgg Möhringen 2, 72,Roman,Eric,8.0,4.0,2.0,3.0,0.0,4.0
 SpVgg Möhringen 2, 72,Rösch,Oliver,0.0,0.0,0.0,0.0,0.0,0.0
 SpVgg Möhringen 2, 72,Schlottke,Jan,5.0,3.0,1.0,2.0,0.0,3.0
 SpVgg Möhringen 2, 72,Schulz,Wilhelm,4.0,0.0,0.0,2.0,0.0,1.0
 SpVgg Möhringen 2, 72,Toromanovic,Zlatan,5.0,8.0,3.0,1.0,0.0,4.0
 SpVgg Möhringen 2, 72,Wiedemann,Bernd,2.0,0.0,0.0,1.0,0.0,4.0
 Aalener Sportallianz, 72,Altevogt,Daniel,21.0,11.0,5.0,5.0,2.0,3.0
 Aalener Sportallianz, 72,Csatlos,Tibor,0.0,0.0,0.0,0.0,0.0,0.0
 Aalener Sportallianz, 72,Fuchs,Rene,6.0,2.0,2.0,2.0,0.0,1.0
 Aalener Sportallianz, 72,Isik,Mehmet Berke,2.0,0.0,0.0,1.0,0.0,4.0
 Aalener Sportallianz, 72,Knoblauch,Florian,6.0,4.0,2.0,2.0,0.0,2.0
 Aalener Sportallianz, 72,Mystiroudis,Ioannis,6.0,3.0,2.0,2.0,0.0,1.0
 Aalener Sportallianz, 72,Mystiroudis,Thrasyvoulos,0.0,0.0,0.0,0.0,0.0,1.0
 Aalener Sportallianz, 72,Pekka,Imre,13.0,2.0,0.0,2.0,3.0,2.0
 Aalener Sportallianz, 72,Quoc Anh,Vu,1.0,4.0,1.0,0.0,0.0,2.0
 Aalener Sportallianz, 72,Tchokoyo Nkongho,Crespin Miguel,1.0,2.0,1.0,0.0,0.0,1.0
 Aalener Sportallianz, 72,Ücüncüoglu,Mertkan,1.0,3.0,1.0,0.0,0.0,2.0
 Aalener Sportallianz, 72,Weber,Max,0.0,0.0,0.0,0.0,0.0,1.0
 TSB Schwäbisch Gmünd 2, 76,Bonnet,Marc-Aris,3.0,2.0,1.0,1.0,0.0,0.0
 TSB Schwäbisch Gmünd 2, 76,Bulatow,Max,6.0,4.0,2.0,2.0,0.0,2.0
 TSB Schwäbisch Gmünd 2, 76,****,***,2.0,0.0,0.0,1.0,0.0,1.0
 TSB Schwäbisch Gmünd 2, 76,Heilig,Jonas,0.0,0.0,0.0,0.0,0.0,1.0
 TSB Schwäbisch Gmünd 2, 76,Hellmann,Micha-Benjamin,6.0,1.0,0.0,3.0,0.0,1.0
 TSB Schwäbisch Gmünd 2, 76,Ihli,Jermaine,6.0,0.0,0.0,3.0,0.0,1.0
 TSB Schwäbisch Gmünd 2, 76,Lehmann,Oliver,2.0,0.0,0.0,1.0,0.0,0.0
 TSB Schwäbisch Gmünd 2, 76,Magkoutas,Konstantinos,4.0,0.0,0.0,2.0,0.0,2.0
 TSB Schwäbisch Gmünd 2, 76,Rommel,David,6.0,5.0,4.0,1.0,0.0,1.0
 TSB Schwäbisch Gmünd 2, 76,Schwenk,Marvin,2.0,2.0,2.0,0.0,0.0,1.0
 TSB Schwäbisch Gmünd 2, 76,Senge,Leon,0.0,0.0,0.0,0.0,0.0,0.0
 TSB Schwäbisch Gmünd 2, 76,Weller,Ben,21.0,5.0,2.0,5.0,3.0,3.0
 SpVgg Möhringen 2, 76,Dietz,Max,9.0,0.0,0.0,3.0,1.0,2.0
 SpVgg Möhringen 2, 76,Huber,Ari,15.0,3.0,0.0,6.0,1.0,5.0
 SpVgg Möhringen 2, 76,Jetter,Martin,0.0,0.0,0.0,0.0,0.0,0.0
 SpVgg Möhringen 2, 76,Nieuwenhuizen,Florian,3.0,2.0,1.0,1.0,0.0,3.0
 SpVgg Möhringen 2, 76,Roman,Eric,6.0,2.0,1.0,1.0,1.0,1.0
 SpVgg Möhringen 2, 76,Schlottke,Jan,2.0,0.0,0.0,1.0,0.0,0.0
 SpVgg Möhringen 2, 76,Schulz,Wilhelm,9.0,2.0,1.0,1.0,2.0,5.0
 SpVgg Möhringen 2, 76,Wiedemann,Bernd,6.0,0.0,0.0,3.0,0.0,1.0
 TSB Schwäbisch Gmünd 2, 65,Bonnet,Marc-Aris,5.0,5.0,1.0,2.0,0.0,1.0
 TSB Schwäbisch Gmünd 2, 65,Bulatow,Max,2.0,0.0,0.0,1.0,0.0,2.0
 TSB Schwäbisch Gmünd 2, 65,****,***,2.0,0.0,0.0,1.0,0.0,0.0
 TSB Schwäbisch Gmünd 2, 65,Gouziotis,Konstantinos,10.0,3.0,2.0,4.0,0.0,1.0
 TSB Schwäbisch Gmünd 2, 65,Hellmann,Micha-Benjamin,18.0,0.0,0.0,9.0,0.0,2.0
 TSB Schwäbisch Gmünd 2, 65,Lehmann,Oliver,2.0,0.0,0.0,1.0,0.0,3.0
 TSB Schwäbisch Gmünd 2, 65,Magkoutas,Konstantinos,2.0,0.0,0.0,1.0,0.0,1.0
 TSB Schwäbisch Gmünd 2, 65,Rommel,David,18.0,8.0,6.0,3.0,2.0,1.0
 TSB Schwäbisch Gmünd 2, 65,Schwenk,Marvin,6.0,2.0,0.0,3.0,0.0,1.0
 TSB Schwäbisch Gmünd 2, 65,Senge,Leon,0.0,0.0,0.0,0.0,0.0,1.0
 TSB Schwäbisch Gmünd 2, 65,Weller,Ben,21.0,1.0,0.0,3.0,5.0,3.0
 Sportvg Feuerbach 3, 65,Berkant,Kurban,0.0,0.0,0.0,0.0,0.0,1.0
 Sportvg Feuerbach 3, 65,Hönig,Thomas,9.0,5.0,3.0,3.0,0.0,3.0
 Sportvg Feuerbach 3, 65,Kebede,Musse,10.0,4.0,2.0,4.0,0.0,0.0
 Sportvg Feuerbach 3, 65,Kotromanovic,Marko,6.0,0.0,0.0,3.0,0.0,0.0
 Sportvg Feuerbach 3, 65,Nowak,Alexander,10.0,6.0,4.0,3.0,0.0,2.0
 Sportvg Feuerbach 3, 65,Pelkner,Niklas,2.0,2.0,0.0,1.0,0.0,0.0
 Sportvg Feuerbach 3, 65,Scharpf,Robert,2.0,0.0,0.0,1.0,0.0,1.0
 Sportvg Feuerbach 3, 65,Schneider,Max,15.0,4.0,3.0,6.0,0.0,4.0
 Sportvg Feuerbach 3, 65,Siddalingappa,Arun,3.0,0.0,0.0,0.0,1.0,3.0
 Sportvg Feuerbach 3, 65,Skrimizeas,Dimitrios,3.0,2.0,1.0,1.0,0.0,0.0
 Aalener Sportallianz, 48,Altevogt,Daniel,32.0,13.0,9.0,10.0,1.0,3.0
 Aalener Sportallianz, 48,Csatlos,Tibor,0.0,0.0,0.0,0.0,0.0,3.0
 Aalener Sportallianz, 48,Fuchs,Rene,0.0,0.0,0.0,0.0,0.0,0.0
 Aalener Sportallianz, 48,Isik,Mehmet Berke,0.0,0.0,0.0,0.0,0.0,1.0
 Aalener Sportallianz, 48,****,***,10.0,2.0,0.0,5.0,0.0,3.0
 Aalener Sportallianz, 48,Mystiroudis,Ioannis,6.0,0.0,0.0,3.0,0.0,3.0
 Aalener Sportallianz, 48,Mystiroudis,Thrasyvoulos,0.0,0.0,0.0,0.0,0.0,2.0
 Aalener Sportallianz, 48,Pekka,Emeric,0.0,0.0,0.0,0.0,0.0,0.0
 Aalener Sportallianz, 48,Pekka,Imre,9.0,0.0,0.0,0.0,3.0,4.0
 Aalener Sportallianz, 48,Wigel,Alexander,1.0,2.0,1.0,0.0,0.0,3.0
 TSV Essingen, 48,Demirtas,Luca,15.0,1.0,1.0,1.0,4.0,2.0
 TSV Essingen, 48,Mehajer,Jaafar,13.0,3.0,3.0,5.0,0.0,4.0
 TSV Essingen, 48,Müller,Peter,0.0,0.0,0.0,0.0,0.0,0.0
 TSV Essingen, 48,Penz,Julian,14.0,3.0,1.0,5.0,1.0,3.0
 TSV Essingen, 48,Seyum,Alexander,17.0,9.0,5.0,6.0,0.0,3.0
 TSV Essingen, 48,Walter,Martin,8.0,3.0,2.0,3.0,0.0,3.0
 TSV Essingen, 48,****,***,13.0,4.0,3.0,2.0,2.0,3.0
 TSV Essingen, 48,Zimmermann,Manfred,9.0,2.0,1.0,4.0,0.0,3.0
